Place of interest,Station location,BiciMAD station,Station location,Indications
Instalación Deportiva Municipal Básica Parque Gabriela Mistral,CALLE ROSALIA DE CASTRO 69,Facultad Derecho,Avenida Complutense nº 23,"https://www.google.com/maps/dir/40.484467522541834,-3.7336783173806616/40.45109,-3.72937/@40.484467522541834,-3.7336783173806616,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7336783173806616!2d40.484467522541834!1m0!3e2"
Instalación Deportiva Municipal Básica Parque General García Escámez,CALLE ANSELMO LORENZO  Jardines Gral. García Escámez,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.38272961974866,-3.7695892619852707/40.40913630273305,-3.728533714316331/@40.38272961974866,-3.7695892619852707,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7695892619852707!2d40.38272961974866!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Huerta de la Salud,CALLE MAR DE LAS ANTILLAS 10,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.475722025270905,-3.646658003339625/40.44370542379883,-3.648958444298144/@40.475722025270905,-3.646658003339625,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.646658003339625!2d40.475722025270905!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Huerta del Obispo,CALLE JUAN PEÑALVER 34 c/v CALLE PALOMARES,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.346421062891125,-3.713682325360813/40.38895,-3.70017/@40.346421062891125,-3.713682325360813,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.713682325360813!2d40.346421062891125!1m0!3e2"
Instalación Deportiva Municipal Básica Parque La Viña,CALLE CONCEJO DE TEVERGA 2,Méndez Álvaro,Calle Retama nº 5,"https://www.google.com/maps/dir/40.38641877802191,-3.6720437688597283/40.3941388,-3.6758888/@40.38641877802191,-3.6720437688597283,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6720437688597283!2d40.38641877802191!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Luis Buñuel,CALLE LUIS BUÑUEL 38,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.387331578974056,-3.64463649187668/40.400368,-3.634587/@40.387331578974056,-3.64463649187668,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.64463649187668!2d40.387331578974056!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Madrid Sur,CALLE LA DILIGENCIA 5 Parque Madrid Sur,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.383292552889394,-3.661115147599702/40.39382977920336,-3.6659362429356372/@40.383292552889394,-3.661115147599702,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.661115147599702!2d40.383292552889394!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Manoteras - Vélez Rubio,INST. DEPORTIVA BASICA BACARES 20,Chamartín,Calle Rodríguez Jaén nº 40,"https://www.google.com/maps/dir/40.47727672099341,-3.66392377192171/40.4716,-3.68391/@40.47727672099341,-3.66392377192171,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.66392377192171!2d40.47727672099341!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Manuel Azaña,CALLE VIRGEN DE LA PAZ 7 y 9,Puente de Ventas,Avenida de Daroca nº 2,"https://www.google.com/maps/dir/40.43223738609814,-3.6597904281119016/40.4311944,-3.6590555/@40.43223738609814,-3.6597904281119016,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6597904281119016!2d40.43223738609814!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Marchamalo,PARQUE MARCHAMALO ,Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6,"https://www.google.com/maps/dir/40.39753890847985,-3.647856496992466/40.40617,-3.65122/@40.39753890847985,-3.647856496992466,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.647856496992466!2d40.39753890847985!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Martala I,CALLE PICO DE LOS ARTILLEROS 5,Marroquina,Calle Camino de los Vinateros nº 108,"https://www.google.com/maps/dir/40.40890578131284,-3.6402341225344186/40.408264,-3.646697/@40.40890578131284,-3.6402341225344186,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6402341225344186!2d40.40890578131284!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Martala II,CALLE PICO DE LOS ARTILLEROS 21 posterior,Marroquina,Calle Camino de los Vinateros nº 108,"https://www.google.com/maps/dir/40.40689300555575,-3.639284014096078/40.408264,-3.646697/@40.40689300555575,-3.639284014096078,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.639284014096078!2d40.40689300555575!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Meseta,RONDA COOPERATIVAS 6,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.3673502443602,-3.7076605178679096/40.38895,-3.70017/@40.3673502443602,-3.7076605178679096,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7076605178679096!2d40.3673502443602!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Norte,CALLE Arzobispo Morcillo 9 c/v Frómista,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.503935282028955,-3.6605868804543142/40.47938,-3.68532/@40.503935282028955,-3.6605868804543142,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6605868804543142!2d40.503935282028955!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Olof Palme,CALLE CERECINOS 4 Parque Olof Palme,San Delfín,Calle San Delfín nº 9,"https://www.google.com/maps/dir/40.38493457007619,-3.7122978851036135/40.39440607959559,-3.7080429728445563/@40.38493457007619,-3.7122978851036135,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7122978851036135!2d40.38493457007619!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Plata y Castañar,PASEO LOS FERROVIARIOS s/n,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.34867826813893,-3.7158020843006376/40.38895,-3.70017/@40.34867826813893,-3.7158020843006376,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7158020843006376!2d40.34867826813893!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Pradolongo,"PARQUE PRADOLONGO  Rafaela Ybarra, Cristo de la Victoria, Los Poblados",Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.37663024615052,-3.7119630453827375/40.38895,-3.70017/@40.37663024615052,-3.7119630453827375,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7119630453827375!2d40.37663024615052!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Rafael Finat,CALLE DAMASQUILLO S/N,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.382518789271934,-3.7660643557917464/40.40913630273305,-3.728533714316331/@40.382518789271934,-3.7660643557917464,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7660643557917464!2d40.382518789271934!1m0!3e2"
Instalación Deportiva Municipal Básica Parque San Blas,"CALLE ALBAIDA S/N Avda. Arcentales, Alberique y Ajofrín",Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.43147962796436,-3.62093644615012/40.429706,-3.640994/@40.43147962796436,-3.62093644615012,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.62093644615012!2d40.43147962796436!1m0!3e2"
Instalación Deportiva Municipal Básica Parque San Luciano,CALLE SAN LUCIANO 12,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.362851102048886,-3.6978734227132084/40.38895,-3.70017/@40.362851102048886,-3.6978734227132084,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6978734227132084!2d40.362851102048886!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Santa Adela,CALLE SANTA ADELA 14,Pío XII,Avenida Pío XII nº 3,"https://www.google.com/maps/dir/40.479644201807766,-3.648385573479989/40.46041,-3.67712/@40.479644201807766,-3.648385573479989,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.648385573479989!2d40.479644201807766!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Sector Surbatán,CALLE SEPULVEDA 99,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.40436959754291,-3.744793029127447/40.40913630273305,-3.728533714316331/@40.40436959754291,-3.744793029127447,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.744793029127447!2d40.40436959754291!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Supermanzana 7,CALLE FERMIN CABALLERO 25,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.485480168010525,-3.702646262123085/40.481086,-3.688463/@40.485480168010525,-3.702646262123085,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.702646262123085!2d40.485480168010525!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Tanatorio (Salvador Madariaga),CALLE SALVADOR DE MADARIAGA ,Derechos Humanos,Calle Derechos Humanos nº 12,"https://www.google.com/maps/dir/40.439387584092685,-3.6571484128652396/40.43965673033275,-3.6557656204708775/@40.439387584092685,-3.6571484128652396,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6571484128652396!2d40.439387584092685!1m0!3e2"
Instalación Deportiva Municipal Básica Parque Z,CALLE MARROQUINA 88 posterior - Parque de Moratalaz,Marroquina,Calle Camino de los Vinateros nº 108,"https://www.google.com/maps/dir/40.41028156820145,-3.645562579322765/40.408264,-3.646697/@40.41028156820145,-3.645562579322765,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.645562579322765!2d40.41028156820145!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de Atenas,PASEO VIRGEN DEL PUERTO 3,Segovia 45,Calle Segovia nº 45,"https://www.google.com/maps/dir/40.41761845138696,-3.720185155062114/40.413736,-3.717487/@40.41761845138696,-3.720185155062114,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.720185155062114!2d40.41761845138696!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de Berlín,CALLE MARCENADO 49,Parque Berlín,Avenida de Concha Espina nº 34,"https://www.google.com/maps/dir/40.448947814103875,-3.674069559283149/40.4515833,-3.6780555/@40.448947814103875,-3.674069559283149,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.674069559283149!2d40.448947814103875!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de Comillas,CALLE ANTONIO DE LEYVA 35,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.393087603439426,-3.715247014237789/40.398247,-3.716591/@40.393087603439426,-3.715247014237789,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.715247014237789!2d40.393087603439426!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de Roma I,CALLE JUAN ESPLANDIU 4,Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107,"https://www.google.com/maps/dir/40.41604342375633,-3.662189960446734/40.4186666,-3.6657777/@40.41604342375633,-3.662189960446734,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.662189960446734!2d40.41604342375633!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de Roma III,CALLE ALCALDE SAINZ DE BARANDA 90,Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107,"https://www.google.com/maps/dir/40.41909788049616,-3.665261052668208/40.4186666,-3.6657777/@40.41909788049616,-3.665261052668208,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.665261052668208!2d40.41909788049616!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de San Isidro - Gorrión,CALLE GORRION 36,Ermita Santo,Paseo de la Ermita del Santo nº 48,"https://www.google.com/maps/dir/40.39630479229722,-3.7295153827975325/40.406837862773465,-3.7244893989507686/@40.39630479229722,-3.7295153827975325,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7295153827975325!2d40.39630479229722!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de San Isidro - Vicente Quesada,CALLE VICENTE QUESADA Parque de San Isidro,Ermita Santo,Paseo de la Ermita del Santo nº 48,"https://www.google.com/maps/dir/40.396901588702576,-3.7305941211312255/40.406837862773465,-3.7244893989507686/@40.396901588702576,-3.7305941211312255,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7305941211312255!2d40.396901588702576!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de Skateboard Ignacio Echeverría,PASEO CHOPERA 4,Entrada Matadero,Paseo de la Chopera nº 14,"https://www.google.com/maps/dir/40.3933877847248,-3.698565632659468/40.3928821,-3.6975708/@40.3933877847248,-3.698565632659468,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.698565632659468!2d40.3933877847248!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de Villa Rosa,CALLE EL PEDERNOSO 19,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.46658460115245,-3.629846894727888/40.44370542379883,-3.648958444298144/@40.46658460115245,-3.629846894727888,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.629846894727888!2d40.46658460115245!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de la Alcazaba,AVENIDA EL FERROL 1,Remonta,Calle Azucenas nº 1,"https://www.google.com/maps/dir/40.47439527561677,-3.7032857055134225/40.4630277,-3.6973333/@40.47439527561677,-3.7032857055134225,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7032857055134225!2d40.47439527561677!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de la Cornisa,CALLE ROSARIO 5,Plaza de San Francisco,Plaza de San Francisco nº 5,"https://www.google.com/maps/dir/40.40963177567964,-3.713877154857581/40.4108,-3.714113/@40.40963177567964,-3.713877154857581,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.713877154857581!2d40.40963177567964!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de la Ventilla,CALLE VIA LIMITE 101,Torre Cepsa,Calle Sinesio Delgado nº 2,"https://www.google.com/maps/dir/40.47345238657359,-3.695336575110429/40.47435,-3.68797/@40.47345238657359,-3.695336575110429,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.695336575110429!2d40.47345238657359!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de la Vicalvarada,CALLE VEREDA DEL PINAR 1,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.41079351896063,-3.607616723630345/40.400368,-3.634587/@40.41079351896063,-3.607616723630345,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.607616723630345!2d40.41079351896063!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de las Cruces,AVENIDA POBLADOS S/N,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.376995752514276,-3.7537977166449226/40.40913630273305,-3.728533714316331/@40.376995752514276,-3.7537977166449226,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7537977166449226!2d40.376995752514276!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de las Cruces I,CALLE ROMPEDIZO 15,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.37720878002907,-3.7625290993275855/40.40913630273305,-3.728533714316331/@40.37720878002907,-3.7625290993275855,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7625290993275855!2d40.37720878002907!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de las Cruces II,CALLE VIDAUBA 3,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.38268060798509,-3.7633919044762303/40.40913630273305,-3.728533714316331/@40.38268060798509,-3.7633919044762303,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7633919044762303!2d40.38268060798509!1m0!3e2"
Instalación Deportiva Municipal Básica Parque de los Carneros,CALLE BAJA DE LA IGLESIA 36 Frente a la Iglesia,Facultad Derecho,Avenida Complutense nº 23,"https://www.google.com/maps/dir/40.45601148525373,-3.782631360506098/40.45109,-3.72937/@40.45601148525373,-3.782631360506098,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.782631360506098!2d40.45601148525373!1m0!3e2"
Instalación Deportiva Municipal Básica Parque del Cementerio,CALLE BARBARA DE BRAGANZA 15,Plaza de las Salesas,Plaza de las Salesas 7,"https://www.google.com/maps/dir/40.423889584580586,-3.6940489861513037/40.423855,-3.694475/@40.423889584580586,-3.6940489861513037,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6940489861513037!2d40.423889584580586!1m0!3e2"
Instalación Deportiva Municipal Básica Parque del Oeste,PASEO CAMOENS S/N,Paseo de Moret,Paseo de Moret nº 11,"https://www.google.com/maps/dir/40.430092287929895,-3.7232076356651316/40.4325991,-3.7246532/@40.430092287929895,-3.7232076356651316,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7232076356651316!2d40.430092287929895!1m0!3e2"
Instalación Deportiva Municipal Básica Parque la Milanera (La Coma),CALLE RAMON GOMEZ DE LA SERNA 22,Francos Rodríguez,Calle Francos Rodríguez nº 62,"https://www.google.com/maps/dir/40.48459542261755,-3.72483060450493/40.45673408797698,-3.708002730875242/@40.48459542261755,-3.72483060450493,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.72483060450493!2d40.48459542261755!1m0!3e2"
Instalación Deportiva Municipal Básica Paseo del Polideportivo,CALLE VIVERO DE LA PILARICA 3,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.4080356871113,-3.602653807821838/40.400368,-3.634587/@40.4080356871113,-3.602653807821838,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.602653807821838!2d40.4080356871113!1m0!3e2"
Instalación Deportiva Municipal Básica Patrimonio Humanidad,CALLE PATRIMONIO DE LA HUMANIDAD  Frente al número 15. Parc. 3.12.3 del P.A.U. de Carabanchel,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.36130109566346,-3.7594290655278826/40.398247,-3.716591/@40.36130109566346,-3.7594290655278826,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7594290655278826!2d40.36130109566346!1m0!3e2"
Instalación Deportiva Municipal Básica Peonías - José Miguel Vicens,CALLE PEONIAS 2,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.45063098748498,-3.6179168085538476/40.429706,-3.640994/@40.45063098748498,-3.6179168085538476,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6179168085538476!2d40.45063098748498!1m0!3e2"
Instalación Deportiva Municipal Básica Piedrahíta,"CALLE PIEDRAHITA  c/v Real Madrid, 36",Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.3763711378577,-3.7403145528455597/40.398247,-3.716591/@40.3763711378577,-3.7403145528455597,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7403145528455597!2d40.3763711378577!1m0!3e2"
Instalación Deportiva Municipal Básica Pinar de la Elipa,CALLE JOSE LUIS DE ARRESE S/N,Marqués de Corbera 12,Avenida Marqués de Corbera nº 12,"https://www.google.com/maps/dir/40.42042743288963,-3.6532861445530878/40.422962108947424,-3.6555552857442697/@40.42042743288963,-3.6532861445530878,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6532861445530878!2d40.42042743288963!1m0!3e2"
Instalación Deportiva Municipal Básica Pinos de Osuna,CALLE PINOS DE OSUNA 1,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.45067715296623,-3.591878464060468/40.429706,-3.640994/@40.45067715296623,-3.591878464060468,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.591878464060468!2d40.45067715296623!1m0!3e2"
Instalación Deportiva Municipal Básica Pirineos,CALLE PIRINEOS S/N frente a Francisco de Diego,Francos Rodríguez,Calle Francos Rodríguez nº 62,"https://www.google.com/maps/dir/40.45764922875292,-3.716226091186498/40.45673408797698,-3.708002730875242/@40.45764922875292,-3.716226091186498,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.716226091186498!2d40.45764922875292!1m0!3e2"
Instalación Deportiva Municipal Básica Pista Deportiva P.A.R. La Alcazaba,INST. DEPORTIVA BASICA SINESIO DELGADO 26,Francos Rodríguez,Calle Francos Rodríguez nº 62,"https://www.google.com/maps/dir/40.464417661704154,-3.720521169144801/40.45673408797698,-3.708002730875242/@40.464417661704154,-3.720521169144801,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.720521169144801!2d40.464417661704154!1m0!3e2"
Instalación Deportiva Municipal Básica Pista Deportiva Palas del Rey,CALLE PALAS DE REY s/n c/v Frómista,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.503935282028955,-3.6605868804543142/40.47938,-3.68532/@40.503935282028955,-3.6605868804543142,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6605868804543142!2d40.503935282028955!1m0!3e2"
Instalación Deportiva Municipal Básica Pista Deportiva Parque Miguel Aracil,CALLE JOAQUIN LORENZO 39,Facultad Derecho,Avenida Complutense nº 23,"https://www.google.com/maps/dir/40.474228324656366,-3.7273498394981854/40.45109,-3.72937/@40.474228324656366,-3.7273498394981854,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7273498394981854!2d40.474228324656366!1m0!3e2"
Instalación Deportiva Municipal Básica Pista Deportiva Parque de Begoña,AVENIDA LLANO CASTELLANO 1,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.483895554775785,-3.6844715393162772/40.47938,-3.68532/@40.483895554775785,-3.6844715393162772,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6844715393162772!2d40.483895554775785!1m0!3e2"
Instalación Deportiva Municipal Básica Pista P.A.R. Moralzarzal,CALLE MORALZARZAL 88,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.49398709862307,-3.712613875660898/40.481086,-3.688463/@40.49398709862307,-3.712613875660898,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.712613875660898!2d40.49398709862307!1m0!3e2"
